#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
3154,,Hanazuki,japan,dd,,,,,,
3155,,Hatsuzuki,japan,dd,,,,,,
3156,,Michizuki,japan,dd,,,,,,
3157,,Natsuzuki,japan,dd,,,,,,
3158,,Niizuki,japan,dd,,,,,,
3159,,Shimotsuki,japan,dd,,,,,,
3160,,Suzutsuki,japan,dd,,,,,,
3161,,Teruzuki,japan,dd,,,,,,
3162,,Wakatsuki,japan,dd,,,,,,
3163,,Yoizuki,japan,dd,,,,,,
3164,,Enoki,japan,dd,,,,,,
3165,,Hagi,japan,dd,,,,,,
3166,,Hatsuume,japan,dd,,,,,,
3167,,Hatsuzakura,japan,dd,,,,,,
3168,,Hinoki,japan,dd,,,,,,
3169,,Kaba,japan,dd,,,,,,
3170,,Kaede,japan,dd,,,,,,
3171,,Kaki,japan,dd,,,,,,
3172,,Kashi,japan,dd,,,,,,
3173,,Kaya,japan,dd,,,,,,
3174,,Keyaki,japan,dd,,,,,,
3175,,Kiri,japan,dd,,,,,,
3176,,Kusunoki,japan,dd,,,,,,
3177,,Kuwa,japan,dd,,,,,,
3178,,Maki,japan,dd,,,,,,
3179,,Matsu,japan,dd,,,,,,
3180,,Momi,japan,dd,,,,,,
3181,,Momo,japan,dd,,,,,,
3182,,Nara,japan,dd,,,,,,
3183,,Nashi,japan,dd,,,,,,
3184,,Nire,japan,dd,,,,,,
3185,,Odake,japan,dd,,,,,,
3186,,Sakura,japan,dd,,,,,,
3187,,Shii,japan,dd,,,,,,
3188,,Sugi,japan,dd,,,,,,
3189,,Sumire,japan,dd,,,,,,
3190,,Tachibana,japan,dd,,,,,,
3191,,Take,japan,dd,,,,,,
3192,,Tsubaki,japan,dd,,,,,,
3193,,Tsuta,japan,dd,,,,,,
3194,,Ume,japan,dd,,,,,,
3195,,Yanagi,japan,dd,,,,,,
3196,,Azusa,japan,dd,,,,,,
3197,,Hishi,japan,dd,,,,,,
3198,,Kagi,japan,dd,,,,,,
3199,,Katsura,japan,dd,,,,,,
3200,,Kuzu,japan,dd,,,,,,
3201,,Sakaki,japan,dd,,,,,,
3202,,Tochi,japan,dd,,,,,,
3203,,Wakazakura,japan,dd,,,,,,
3204,,Yadake,japan,dd,,,,,,
3205,,Yaezakura,japan,dd,,,,,,
3206,,Aoi,japan,dd,,,,,,
3207,,Ashi,japan,dd,,,,,,
3208,,Fuji,japan,dd,,,,,,
3209,,Hasu,japan,dd,,,,,,
3210,,Kiku,japan,dd,,,,,,
3211,,Kuri,japan,dd,,,,,,
3212,,Susuki,japan,dd,,,,,,
3213,,Tade,japan,dd,,,,,,
3214,,Tsuga,japan,dd,,,,,,
3215,,Warabi,japan,dd,,,,,,
3216,,Yomogi,japan,dd,,,,,,
3217,,Asagao,japan,dd,,,,,,
3218,,Fuyo,japan,dd,,,,,,
3219,,Karukaya,japan,dd,,,,,,
3220,,Kuretaka,japan,dd,,,,,,
3221,,Sanae,japan,dd,,,,,,
3222,,Wakatake,japan,dd,,,,,,
3223,,Sumida,japan,tb,,,,,,
3224,,Fushimi,japan,tb,,,,,,
3225,,Ataka,japan,tb,,,,,,
3226,,Okitsu,japan,tb,,,,,,
3227,,Karatsu,japan,tb,,,,,,
3228,,Katada,japan,tb,,,,,,
3229,,Hozu,japan,tb,,,,,,
3230,,Katata,japan,tb,,,,,,
3231,,Futami,japan,tb,,,,,,
3232,,Atami,japan,tb,,,,,,
3233,,Seta,japan,tb,,,,,,
3234,,Kotaka,japan,tb,,,,,,
3235,,Toba,japan,tb,,,,,,
3236,,Hira,japan,tb,,,,,,
3237,,Tatara,japan,tb,,,,,,
3238,,Suma,japan,tb,,,,,,
3239,,Kozakura,japan,tb,,,,,,
3240,,Chidori,japan,tb,,,,,,
3241,,Hatsukari,japan,tb,,,,,,
3242,,Manazuru,japan,tb,,,,,,
3243,,Tomozuru,japan,tb,,,,,,
3244,,Hato,japan,tb,,,,,,
3245,,Hayabusa,japan,tb,,,,,,
3246,,Hiyodori,japan,tb,,,,,,
3247,,Kari,japan,tb,,,,,,
3248,,Kasasagi,japan,tb,,,,,,
3249,,Kiji,japan,tb,,,,,,
3250,,Ōtori,japan,tb,,,,,,
3251,,Sagi,japan,tb,,,,,,
3252,,Shimushu,japan,tb,,,,,,
3253,,Etorofu,japan,tb,,,,,,
3254,,Okinawa,japan,tb,,,,,,
3255,,Itsukushima,japan,tb,,,,,,
3256,,Shirataka,japan,tb,,,,,,
3257,,Asadori,japan,tb,,,,,,
3258,,Tsubame,japan,tb,,,,,,
3259,,Okinoshima,japan,tb,,,,,,
3260,,Yaeyama,japan,tb,,,,,,
3261,,Sokuten,japan,tb,,,,,,
3262,,Shirakami,japan,tb,,,,,,
3263,,Komahashi,japan,tb,,,,,,
3264,,Yodohashi,japan,tb,,,,,,
3265,,Hayase,japan,tb,,,,,,
3266,,Hitonose,japan,tb,,,,,,
3267,,Tategami,japan,tb,,,,,,
3268,,Hashima,japan,tb,,,,,,
###,,,russia,,,,,,,
3270,,Petr Velikiy,russia,bb,,,,,,
3271,,Chesma,russia,bb,,,,,,
3272,,Sinop,russia,bb,,,,,,
3273,,Georgii Pobedonosets,russia,bb,,,,,,
3274,,Dvenadsat Apostolov,russia,bb,,,,,,
3275,,Navarin,russia,bb,,,,,,
3276,,Tri Sviatitelia,russia,bb,,,,,,
3277,,Sissoi Veliky,russia,bb,,,,,,
3278,,Poltava,russia,bb,,,,,,
3279,,Petropavlovsk,russia,bb,,,,,,
3280,,Sevastopol,russia,bb,,,,,,
3281,,Rostislav,russia,bb,,,,,,
3282,,Peresvet,russia,bb,,,,,,
3283,,Oslyabya,russia,bb,,,,,,
3284,,Pobeda,russia,bb,,,,,,
3285,,Knyaz Potemkin-Tavricheskiy,russia,bb,,,,,,
3286,,Panteleimon,russia,bb,,,,,,
3287,,Retvizan,russia,bb,,,,,,
3288,,Admiral Ushakov,russia,bb,,,,,,
3289,,Admiral Seniavin,russia,bb,,,,,,
3290,,General-Admiral Apraksin,russia,bb,,,,,,
3291,,Tsesarevich,russia,bb,,,,,,
3292,,Borodino,russia,bb,,,,,,
3293,,Oryol,russia,bb,,,,,,
3294,,Knyaz Suvorov,russia,bb,,,,,,
3295,,Slava,russia,bb,,,,,,
3296,,Imperator Aleksandr I,russia,bb,,,,,,
3297,,Imperator Aleksandr II,russia,bb,,,,,,
3298,,Imperator Aleksandr III,russia,bb,,,,,,
3299,,Imperator Nikolai I,russia,bb,,,,,,
3300,,Imperator Pavel I,russia,bb,,,,,,
3301,,Imperatritsa Mariya,russia,bb,,,,,,
3302,,Imperatritsa Ekaterina Velikaya,russia,bb,,,,,,
3303,,Velikii Knyaz Mikhail,russia,bb,,,,,,
3304,,Velikii Knyaz Konstantin,russia,bb,,,,,,
3305,,Evstafi,russia,bb,,,,,,
3306,,Ioann Zlatoust,russia,bb,,,,,,
3307,,Andrei Pervozvanny,russia,bb,,,,,,
3308,,Gangut,russia,bb,,,,,,
3309,,Apostol Piotr,russia,bb,,,,,,
3310,,Apostol Pavel,russia,bb,,,,,,
3311,,Sviatoi Aleksandr,russia,bb,,,,,,
3312,,Sviatoi Sergii,russia,bb,,,,,,
3313,,Sviatoi Iakov,russia,bb,,,,,,
3314,,Sviatoi Nikolai,russia,bb,,,,,,
3315,,Sviataya Troitsa,russia,bb,,,,,,
3316,,Arkhangel Gavriil,russia,bb,,,,,,
3317,,Arkhangel Uriil,russia,bb,,,,,,
3318,,Rozhdestvo Christovo,russia,bb,,,,,,
3319,,Ne Tron Menia,russia,bb,,,,,,
3320,,Bozhiye Predvideniy,russia,bb,,,,,,
3321,,Blagoye Nachalo,russia,bb,,,,,,
3322,,Vyborg,russia,bb,,,,,,
3323,,Riga,russia,bb,,,,,,
3324,,Revel,russia,bb,,,,,,
3325,,Azov,russia,bb,,,,,,
3326,,Voronezh,russia,bb,,,,,,
3327,,Moskva,russia,bb,,,,,,
3328,,Narva,russia,bb,,,,,,
3329,,Varna,russia,bb,,,,,,
3330,,Smolensk,russia,bb,,,,,,
3331,,Sila,russia,bb,,,,,,
3332,,Volya,russia,bb,,,,,,
3333,,Kinburn,russia,bc,,,,,,
3334,,Kronshtadt,russia,bc,,,,,,
3335,,Saint Petersburg,russia,bc,,,,,,
3336,,Yekaterinburg,russia,bc,,,,,,
3337,,Nizhny Novgorod,russia,bc,,,,,,
3338,,Kazan,russia,bc,,,,,,
3339,,Omsk,russia,bc,,,,,,
3340,,Samara,russia,bc,,,,,,
3341,,Rostov,russia,bc,,,,,,
3342,,Perm,russia,bc,,,,,,
3343,,Krasnodar,russia,bc,,,,,,
3344,,Saratov,russia,bc,,,,,,
3345,,Tolyatti,russia,bc,,,,,,
3346,,Izhevsk,russia,bc,,,,,,
3347,,Barnaul,russia,bc,,,,,,
3348,,Irkutsk,russia,bc,,,,,,
3349,,Khabarovsk,russia,bc,,,,,,
3350,,Yaroslavl,russia,bc,,,,,,
3351,,Vladivostok,russia,bc,,,,,,
3352,,Makhachkala,russia,bc,,,,,,
3353,,Tomsk,russia,bc,,,,,,
3354,,Orenburg,russia,bc,,,,,,
3355,,Ryazan,russia,bc,,,,,,
3356,,Astrakhan,russia,bc,,,,,,
3357,,Penza,russia,bc,,,,,,
3358,,Lipetsk,russia,bc,,,,,,
3359,,Tula,russia,bc,,,,,,
3360,,Kursk,russia,bc,,,,,,
3361,,Stavropol,russia,bc,,,,,,
3362,,Tver,russia,bc,,,,,,
3363,,Romanov-na-Murmane,russia,bc,,,,,,
3364,,Bryansk,russia,bc,,,,,,
3365,,Belgorod,russia,bc,,,,,,
3366,,Vladimir,russia,bc,,,,,,
3367,,Arkhangelsk,russia,bc,,,,,,
3368,,Kaluga,russia,bc,,,,,,
3369,,Minin,russia,ca,,,,,,
3370,,Vladimir Monomakh,russia,ca,,,,,,
3371,,Dmitrii Donskoi,russia,ca,,,,,,
3372,,Aleksandr Nevskii,russia,ca,,,,,,
3373,,Kniaz Dovmont,russia,ca,,,,,,
3374,,Kniaz Vladimir,russia,ca,,,,,,
3375,,Graf Orlov,russia,ca,,,,,,
3376,,Alexandr Menshikov,russia,ca,,,,,,
3377,,Sviatoslav,russia,ca,,,,,,
3378,,Admiral Nakhimov,russia,ca,,,,,,
3379,,Pamiat Azova,russia,ca,,,,,,
3380,,Rurik,russia,ca,,,,,,
3381,,Rossia,russia,ca,,,,,,
3382,,Gromoboi,russia,ca,,,,,,
3383,,Bayan,russia,ca,,,,,,
3384,,Gleb,russia,ca,,,,,,
3385,,Boris,russia,ca,,,,,,
3386,,Viktor,russia,ca,,,,,,
3387,,Evropa,russia,ca,,,,,,
3388,,Aziya,russia,ca,,,,,,
3389,,Amerika,russia,ca,,,,,,
3390,,Afrika,russia,ca,,,,,,
3391,,Admiral Makarov,russia,ca,,,,,,
3392,,Pallada,russia,ca,,,,,,
3393,,Shtandart,russia,ca,,,,,,
3394,,Kronshlot,russia,ca,,,,,,
3395,,Triumf,russia,ca,,,,,,
3396,,Derpt,russia,ca,,,,,,
3397,,Ivan-Gorod,russia,ca,,,,,,
3398,,Olifant,russia,ca,,,,,,
3399,,Arkhangel Rafail,russia,ca,,,,,,
3400,,Arkhangel Mikhail,russia,ca,,,,,,
3401,,Sviataya Ekaterina,russia,ca,,,,,,
3402,,Sviataya Natal'ya,russia,ca,,,,,,
3403,,Sviatoi Isaakii,russia,ca,,,,,,
3404,,Ioann Bogoslov,russia,ca,,,,,,
3405,,Neptun,russia,ca,,,,,,
3406,,Isaak-Viktoriya,russia,ca,,,,,,
3407,,Novaya Nadezhda,russia,ca,,,,,,
3408,,Severnaya Zvezda,russia,ca,,,,,,
3409,,Severnyi Oryol,russia,ca,,,,,,
3410,,Slava Rossii,russia,ca,,,,,,
3411,,Derbent,russia,ca,,,,,,
3412,,Blagopoluchiye,russia,ca,,,,,,
3413,,Deris,russia,ca,,,,,,
3414,,Vitiaz,russia,cl,,,,,,
3415,,Rynda,russia,cl,,,,,,
3416,,Admiral Kornilov,russia,cl,,,,,,
3417,,Diana,russia,cl,,,,,,
3418,,Aurora,russia,cl,,,,,,
3419,,Varyag,russia,cl,,,,,,
3420,,Askold,russia,cl,,,,,,
3421,,Bogatyr,russia,cl,,,,,,
3422,,Kagul,russia,cl,,,,,,
3423,,Ochakov,russia,cl,,,,,,
3424,,Pamiat Merkuria,russia,cl,,,,,,
3425,,Oleg,russia,cl,,,,,,
3426,,Novik,russia,cl,,,,,,
3427,,Boyarin,russia,cl,,,,,,
3428,,Zhemchug,russia,cl,,,,,,
3429,,Izumrud,russia,cl,,,,,,
3430,,Prut,russia,cl,,,,,,
3431,,Muraviev-Amurski,russia,cl,,,,,,
3432,,Admiral Nevel‘skoi,russia,cl,,,,,,
3433,,Svetlana,russia,cl,,,,,,
3434,,Almaz,russia,cl,,,,,,
3435,,Leytenant Ilyin,russia,cl,,,,,,
3436,,Kapitan Saken,russia,cl,,,,,,
3437,,Kazarskii,russia,cl,,,,,,
3438,,Voyevoda,russia,cl,,,,,,
3439,,Posadnik,russia,cl,,,,,,
3440,,Vsadnik,russia,cl,,,,,,
3441,,Gaidamak,russia,cl,,,,,,
3442,,Griden,russia,cl,,,,,,
3443,,Abrek,russia,cl,,,,,,
3444,,Kavkaz,russia,cl,,,,,,
3445,,Kuban,russia,cl,,,,,,
3446,,Don,russia,cl,,,,,,
3447,,Ural,russia,cl,,,,,,
3448,,Terek,russia,cl,,,,,,
3449,,Dnepr,russia,cl,,,,,,
3450,,Volga,russia,cl,,,,,,
3451,,Rion,russia,cl,,,,,,
3452,,Rus,russia,cl,,,,,,
3453,,Leitenant Dadymov,russia,cl,,,,,,
3454,,Profintern,russia,cl,,,,,,
3455,,Admiral Butakov,russia,cl,,,,,,
3456,,Admiral Spiridov,russia,cl,,,,,,
3457,,Admiral Greig,russia,cl,,,,,,
3458,,Admiral Lazarev,russia,cl,,,,,,
3459,,General Kornilov,russia,cl,,,,,,
3460,,Admiral Istomin,russia,cl,,,,,,
3461,,Kerch,russia,cl,,,,,,
3462,,Mikhail Kutuzov,russia,cl,,,,,,
3463,,Tallin,russia,cl,,,,,,
3464,,Dmitrii Pozharskii,russia,cl,,,,,,
3465,,Sokol,russia,dd,,,,,,
3466,,Yastreb,russia,dd,,,,,,
3467,,Korshun,russia,dd,,,,,,
3468,,Nyrok,russia,dd,,,,,,
3469,,Voron,russia,dd,,,,,,
3470,,Gagara,russia,dd,,,,,,
3471,,Filin,russia,dd,,,,,,
3472,,Sova,russia,dd,,,,,,
3473,,Albatros,russia,dd,,,,,,
3474,,Berkut,russia,dd,,,,,,
3475,,Krechet,russia,dd,,,,,,
3476,,Lebed,russia,dd,,,,,,
3477,,Pelikan,russia,dd,,,,,,
3478,,Pavlin,russia,dd,,,,,,
3479,,Fazan,russia,dd,,,,,,
3480,,Kondor,russia,dd,,,,,,
3481,,Bekas,russia,dd,,,,,,
3482,,Smelyi,russia,dd,,,,,,
3483,,Skoryi,russia,dd,,,,,,
3484,,Statnyi,russia,dd,,,,,,
3485,,Steregushchiy,russia,dd,,,,,,
3486,,Strashnyi,russia,dd,,,,,,
3487,,Storozhevoy,russia,dd,,,,,,
3488,,Sil‘nyi,russia,dd,,,,,,
3489,,Stroynyi,russia,dd,,,,,,
3490,,Razyashchiy,russia,dd,,,,,,
3491,,Rastoropnyi,russia,dd,,,,,,
3492,,Leitenant Burakov,russia,dd,,,,,,
3493,,Buinyi,russia,dd,,,,,,
3494,,Boikiy,russia,dd,,,,,,
3495,,Burnyi,russia,dd,,,,,,
3496,,Bravyi,russia,dd,,,,,,
3497,,Blestyashchiy,russia,dd,,,,,,
3498,,Bedovyi,russia,dd,,,,,,
3499,,Bodryi,russia,dd,,,,,,
3500,,Bezuprechnyi,russia,dd,,,,,,
3501,,Vidnyi,russia,dd,,,,,,
3502,,Groznyi,russia,dd,,,,,,
3503,,Gromkiy,russia,dd,,,,,,
3504,,Gromiashchiy,russia,dd,,,,,,
3505,,Zavetnyi,russia,dd,,,,,,
3506,,Zavidnyi,russia,dd,,,,,,
3507,,Zhivoy,russia,dd,,,,,,
3508,,Rybets,russia,dd,,,,,,
3509,,Zhutkiy,russia,dd,,,,,,
3510,,Zharkiy,russia,dd,,,,,,
3511,,Zhivuchiy,russia,dd,,,,,,
3512,,Leitenant Pushchin,russia,dd,,,,,,
3513,,Zadornyi,russia,dd,,,,,,
3514,,Zvonkiy,russia,dd,,,,,,
3515,,Zorkiy,russia,dd,,,,,,
3516,,Metkiy,russia,dd,,,,,,
3517,,Molodetskiy,russia,dd,,,,,,
3518,,Moshchnyi,russia,dd,,,,,,
3519,,Iskusnyi,russia,dd,,,,,,
3520,,Ispolnitelnyi,russia,dd,,,,,,
3521,,Krepkiy,russia,dd,,,,,,
3522,,Liogkiy,russia,dd,,,,,,
3523,,Lovkiy,russia,dd,,,,,,
3524,,Letuchiy,russia,dd,,,,,,
3525,,Likhoy,russia,dd,,,,,,
3526,,Tviordyi,russia,dd,,,,,,
3527,,Tochnyi,russia,dd,,,,,,
3528,,Trevozhnyi,russia,dd,,,,,,
3529,,Inzhener-Leitenant Maleev,russia,dd,,,,,,
3530,,Kapitan Yurasovskiy,russia,dd,,,,,,
3531,,Leitenant Sergeev,russia,dd,,,,,,
3532,,Inzhener-mekhanik Zverev,russia,dd,,,,,,
3533,,Inzhener-mekhanik Dmitriev,russia,dd,,,,,,
3534,,Bditelnyi,russia,dd,,,,,,
3535,,Boevoi,russia,dd,,,,,,
3536,,Vnimatelnyi,russia,dd,,,,,,
3537,,Vynoslivyi,russia,dd,,,,,,
3538,,Vnushitelnyi,russia,dd,,,,,,
3539,,Del‘nyi,russia,dd,,,,,,
3540,,Deyatel‘nyi,russia,dd,,,,,,
3541,,Dostoinyi,russia,dd,,,,,,
3542,,Emir Bukharskiy,russia,dd,,,,,,
3543,,Finn,russia,dd,,,,,,
3544,,Moskvityanin,russia,dd,,,,,,
3545,,Dobrovolets,russia,dd,,,,,,
3546,,Vsadnik,russia,dd,,,,,,
3547,,Sladkov,russia,dd,,,,,,
3548,,Gaidamak,russia,dd,,,,,,
3549,,Amurets,russia,dd,,,,,,
3550,,Zhelezniakov,russia,dd,,,,,,
3551,,Ussuriets,russia,dd,,,,,,
3552,,Roshal,russia,dd,,,,,,
3553,,Okhotnik,russia,dd,,,,,,
3554,,General Kondratenko,russia,dd,,,,,,
3555,,Sibirskiy strelok,russia,dd,,,,,,
3556,,Pogranichnik,russia,dd,,,,,,
3557,,Voiskovoy,russia,dd,,,,,,
3558,,Trukhmenets,russia,dd,,,,,,
3559,,Kazanets,russia,dd,,,,,,
3560,,Donskoy Kazak,russia,dd,,,,,,
3561,,Zabaykalets,russia,dd,,,,,,
3562,,Leitenant Shestakov,russia,dd,,,,,,
3563,,Kapitan Saken,russia,dd,,,,,,
3564,,Kapitan-leitenant Baranov,russia,dd,,,,,,
3565,,Leytenant Zatsarenni,russia,dd,,,,,,
3566,,Derzky,russia,dd,,,,,,
3567,,Bespokoiny,russia,dd,,,,,,
3568,,Gnevnyi,russia,dd,,,,,,
3569,,Derzkiy,russia,dd,,,,,,
3570,,Pronzitelnyi,russia,dd,,,,,,
3571,,Pospeshnyi,russia,dd,,,,,,
3572,,Shchastlivyi,russia,dd,,,,,,
3573,,Bystryi,russia,dd,,,,,,
3574,,Pylkiy,russia,dd,,,,,,
3575,,Pobeditel,russia,dd,,,,,,
3576,,Zabiyaka,russia,dd,,,,,,
3577,,Grom,russia,dd,,,,,,
3578,,Orfey,russia,dd,,,,,,
3579,,Letun,russia,dd,,,,,,
3580,,Desna,russia,dd,,,,,,
3581,,Azard,russia,dd,,,,,,
3582,,Samson,russia,dd,,,,,,
3583,,Gavril,russia,dd,,,,,,
3584,,Leitenant Ilyin,russia,dd,,,,,,
3585,,Kapitan Izylmetyev,russia,dd,,,,,,
3586,,Gavriil,russia,dd,,,,,,
3587,,Kapitan Belli,russia,dd,,,,,,
3588,,Miklukho-Maklay,russia,dd,,,,,,
3589,,Kapitan Kern,russia,dd,,,,,,
3590,,Konstantin,russia,dd,,,,,,
3591,,Dzhigit,russia,dd,,,,,,
3592,,Vladimir,russia,dd,,,,,,
3593,,Kapitan Konon Zotov,russia,dd,,,,,,
3594,,Kapitan Crown,russia,dd,,,,,,
3595,,Leitenant Dubasov,russia,dd,,,,,,
3596,,Mikhail,russia,dd,,,,,,
3597,,Mecheslav,russia,dd,,,,,,
3598,,Leitenant Lombard,russia,dd,,,,,,
3599,,Almirante Guise,russia,dd,,,,,,
3600,,Avtroil,russia,dd,,,,,,
3601,,Izyaslav,russia,dd,,,,,,
3602,,Vsevolod,russia,dd,,,,,,
3603,,Vysheslav,russia,dd,,,,,,
3604,,Rodislav,russia,dd,,,,,,
3605,,Boleslav,russia,dd,,,,,,
3606,,Gromonosets,russia,dd,,,,,,
3607,,Pryamislav,russia,dd,,,,,,
3608,,Bryachislav,russia,dd,,,,,,
3609,,Fiodor Stratilat,russia,dd,,,,,,
3610,,Fidonisy,russia,dd,,,,,,
3611,,Gadzhibey,russia,dd,,,,,,
3612,,Kaliakriya,russia,dd,,,,,,
3613,,Zante,russia,dd,,,,,,
3614,,Gogland,russia,dd,,,,,,
3615,,Kulm,russia,dd,,,,,,
3616,,Delfin,russia,ss,,,,,,
3617,,Kasatka,russia,ss,,,,,,
3618,,Ugor,russia,ss,,,,,,
3619,,Forel,russia,ss,,,,,,
3620,,Osetr,russia,ss,,,,,,
3621,,Bychok,russia,ss,,,,,,
3622,,Kefal,russia,ss,,,,,,
3623,,Paltus,russia,ss,,,,,,
3624,,Plotva,russia,ss,,,,,,
3625,,Sig,russia,ss,,,,,,
3626,,Keta,russia,ss,,,,,,
3627,,Makrel,russia,ss,,,,,,
3628,,Nalim,russia,ss,,,,,,
3629,,Okun,russia,ss,,,,,,
3630,,Skat,russia,ss,,,,,,
3631,,Som,russia,ss,,,,,,
3632,,Beluga,russia,ss,,,,,,
3633,,Losos,russia,ss,,,,,,
3634,,Peskar,russia,ss,,,,,,
3635,,Schuka,russia,ss,,,,,,
3636,,Sterlya,russia,ss,,,,,,
3637,,Sudak,russia,ss,,,,,,
3638,,Minoga,russia,ss,,,,,,
3639,,Akula,russia,ss,,,,,,
3640,,Karp,russia,ss,,,,,,
3641,,Kaiman,russia,ss,,,,,,
3642,,Morzh,russia,ss,,,,,,
3643,,Narval,russia,ss,,,,,,
3644,,Krab,russia,ss,,,,,,
3645,,Golland,russia,ss,,,,,,
3646,,Bars,russia,ss,,,,,,
3647,,Kambala,russia,ss,,,,,,
3648,,Karas,russia,ss,,,,,,
3649,,Alligator,russia,ss,,,,,,
3650,,Krokodil,russia,ss,,,,,,
3651,,Drakon,russia,ss,,,,,,
3652,,Vzryv,russia,tb,,,,,,
3653,,Batum,russia,tb,,,,,,
3654,,Sukhum,russia,tb,,,,,,
3655,,Poti,russia,tb,,,,,,
3656,,Gagry,russia,tb,,,,,,
3657,,Gelendjik,russia,tb,,,,,,
3658,,Kotlin,russia,tb,,,,,,
3659,,Sveaborg,russia,tb,,,,,,
3660,,Vyborg,russia,tb,,,,,,
3661,,Abo,russia,tb,,,,,,
3662,,Yalta,russia,tb,,,,,,
3663,,Yanchikhe,russia,tb,,,,,,
3664,,Adler,russia,tb,,,,,,
3665,,Anakriya,russia,tb,,,,,,
3666,,Nargen,russia,tb,,,,,,
3667,,Biorke,russia,tb,,,,,,
3668,,Borgo,russia,tb,,,,,,
3669,,Anara,russia,tb,,,,,,
3670,,Dago,russia,tb,,,,,,
3671,,Pernov,russia,tb,,,,,,
3672,,Tosna,russia,tb,,,,,,
3673,,Aspe,russia,tb,,,,,,
3674,,Sestroretsk,russia,tb,,,,,,
3675,,Ussuri,russia,tb,,,,,,
3676,,Lastochka,russia,tb,,,,,,
3677,,Podvizhnyy,russia,tb,,,,,,
3678,,Poryvistyy,russia,tb,,,,,,
3679,,Primernyy,russia,tb,,,,,,
3680,,Porazhayushchiy,russia,tb,,,,,,
3681,,Prozorlivyy,russia,tb,,,,,,
3682,,Pronzitelnyy,russia,tb,,,,,,
3683,,Vnimatelnyy,russia,tb,,,,,,
3684,,Lyotnyy,russia,tb,,,,,,
3685,,Drakon,russia,tb,,,,,,
3686,,Vorona,russia,tb,,,,,,
3687,,Oryol,russia,tb,,,,,,
3688,,Kefal,russia,tb,,,,,,
3689,,Chizhik,russia,tb,,,,,,
3690,,Galka,russia,tb,,,,,,
3691,,Kasatka,russia,tb,,,,,,
3692,,Podorozhnik,russia,tb,,,,,,
3693,,Selezen,russia,tb,,,,,,
3694,,Mech,russia,tb,,,,,,
3695,,Samopal,russia,tb,,,,,,
3696,,Shchuka,russia,tb,,,,,,
3697,,Skumbriya,russia,tb,,,,,,
3698,,Sirena,russia,tb,,,,,,
3699,,Skorpion,russia,tb,,,,,,
3700,,Nerpa,russia,ss,,,,,,
3701,,Tyulen,russia,ss,,,,,,
3702,,Kit,russia,ss,,,,,,
3703,,Kashalot,russia,ss,,,,,,
3704,,Edinorog,russia,ss,,,,,,
3705,,Gepard,russia,ss,,,,,,
3706,,Kuguar,russia,ss,,,,,,
3707,,Leopard,russia,ss,,,,,,
3708,,Lvitsa,russia,ss,,,,,,
3709,,Pantera,russia,ss,,,,,,
3710,,Tigr,russia,ss,,,,,,
3711,,Tur,russia,ss,,,,,,
3712,,Vepr,russia,ss,,,,,,
3713,,Volk,russia,ss,,,,,,
3714,,Yaguar,russia,ss,,,,,,
3715,,Yaz,russia,ss,,,,,,
3716,,Zmeya,russia,ss,,,,,,
3717,,Erzh,russia,ss,,,,,,
3718,,Burevestnik,russia,ss,,,,,,
3719,,Lebed,russia,ss,,,,,,
3720,,Orlan,russia,ss,,,,,,
3721,,Utka,russia,ss,,,,,,
3722,,Dekabrist,russia,ss,,,,,,
3723,,Pravda,russia,ss,,,,,,
3724,,Malyutka,russia,ss,,,,,,
3725,,Zvezda,russia,ss,,,,,,
3726,,Iskra,russia,ss,,,,,,
###,,,spain,,,,,,,
3728,,Castilla,spain,bb,,,,,,
3729,,Leon,spain,bb,,,,,,
3730,,Aragon,spain,bb,,,,,,
3731,,Navarra,spain,bb,,,,,,
3732,,Granada,spain,bb,,,,,,
3733,,Corona Real,spain,bb,,,,,,
3734,,Hispania,spain,bb,,,,,,
3735,,Plus Ultra,spain,bb,,,,,,
3736,,Cruz de Borgona,spain,bb,,,,,,
3737,,Reina Isabel I,spain,bb,,,,,,
3738,,Rey Fernando II,spain,bb,,,,,,
3739,,Reina Juana I,spain,bb,,,,,,
3740,,Rey Felipe I,spain,bb,,,,,,
3741,,Rey Carlos I,spain,bb,,,,,,
3742,,Rey Felipe II,spain,bb,,,,,,
3743,,Rey Felipe III,spain,bb,,,,,,
3744,,Rey Felipe IV,spain,bb,,,,,,
3745,,Rey Carlos II,spain,bb,,,,,,
3746,,Reina Maria Amalia,spain,bb,,,,,,
3747,,Rey Felipe V,spain,bb,,,,,,
3748,,Reina Maria Luisa Gabriela,spain,bb,,,,,,
3749,,Reina Isabel Farnesio,spain,bb,,,,,,
3750,,Rey Fernando VI,spain,bb,,,,,,
3751,,Reina Barbara,spain,bb,,,,,,
3752,,Rey Carlos III,spain,bb,,,,,,
3753,,Rey Carlos IV,spain,bb,,,,,,
3754,,Reina Maria Luisa,spain,bb,,,,,,
3755,,Rey Fernando VII,spain,bb,,,,,,
3756,,Reina Maria Isabel,spain,bb,,,,,,
3757,,Reina Maria Josefa Amalia,spain,bb,,,,,,
3758,,Reina Regente Maria Cristina,spain,bb,,,,,,
3759,,Reina Isabel II,spain,bb,,,,,,
